c FILE			: graph.txt
a 42 4259 95
a 42 2863 1
a 42 162 63
a 42 375 29
a 42 2705 14
a 42 672 31
a 42 1364 87
a 42 2080 5
a 42 361 98
a 42 3751 79
a 42 3030 88
a 42 1301 28
a 42 274 17
a 42 2154 21
a 42 1451 11
a 42 1279 83
a 42 669 37
a 42 626 20
a 42 166 84
a 42 764 51
a 42 51 68
a 42 2599 19
a 42 1584 86
a 42 785 74
a 42 101 10
a 42 912 88
a 42 4072 75
a 42 1305 57
a 42 4738 27
a 42 2542 55
a 42 3029 89
a 42 81 68
a 42 1615 85
a 42 1290 76
a 42 182 31
a 43 989 55
a 43 66 35
a 43 2541 32
a 43 1458 99
a 43 1918 86
a 43 2620 34
a 43 2620 55
a 43 1116 78
a 43 4651 53
a 43 3215 58
a 43 638 74
a 43 199 63
a 43 597 79
a 43 705 26
a 43 4059 80
a 43 62 52
a 43 1602 15
a 43 4 92
a 43 433 28
a 43 949 95
a 43 2520 17
a 43 1452 72
a 43 61 77
a 43 978 71
a 43 1644 52
a 43 938 38
a 43 450 39
a 43 122 95
a 43 1265 53
a 43 2248 50
a 43 89 25
a 43 2839 47
a 43 1449 65
a 43 3 30
a 43 2842 33
a 44 205 3
a 44 982 28
a 44 4575 79
a 44 353 39
a 44 2637 41
a 44 2563 24
a 44 586 63
a 44 327 95
a 44 3752 29
a 44 651 24
a 44 912 14
a 44 43 85
a 44 63 59
a 44 744 13
a 44 55 62
a 44 12 9
a 44 2534 98
a 44 4130 99
a 44 493 83
a 44 416 81
a 44 1296 83
a 44 2628 39
a 44 626 21
a 44 1325 71
a 44 2586 97
a 44 40 32
a 44 1294 42
a 44 1997 10
a 44 131 16
a 44 2315 84
a 44 2544 51
a 44 6 90
a 44 1969 36
a 44 944 59
a 44 2 30
a 44 1291 79
a 44 21 2
a 44 132 60
a 44 3288 45
a 44 823 28
a 44 1920 9
a 44 2726 1
a 44 6 74
a 44 3806 52
a 44 698 84
a 44 641 94
a 44 363 5
a 44 1880 57
a 44 3781 52
a 44 2778 79
a 44 1641 38
a 44 2866 49
a 44 510 52
a 44 1526 98
a 44 4260 49
a 44 1374 52
a 44 821 13
a 44 665 33
a 45 665 47
a 45 83 26
a 45 3771 45
a 45 518 72
a 45 2505 92
a 45 80 54
a 45 64 49
a 45 79 44
a 45 2505 80
a 45 2560 16
a 45 2551 97
a 45 636 23
a 45 73 39
a 45 2502 54
a 45 21 98
a 45 8 42
a 45 196 56
a 45 1262 42
a 45 3331 93
a 45 2545 43
a 45 629 7
a 45 1622 46
a 45 3516 15
a 45 54 74
a 45 1055 12
a 46 669 43
a 46 2553 52
a 46 1292 85
a 46 3014 39
a 46 758 47
a 46 1299 5
a 46 1305 51
a 46 1098 20
a 46 398 78
a 46 288 81
a 46 347 80
a 46 1492 62
a 46 83 19
a 46 70 83
a 46 4273 80
a 46 661 0
a 46 318 47
a 46 51 81
a 46 520 66
a 46 990 82
a 46 2541 54
a 46 61 8
a 46 3031 22
a 46 396 3
a 46 747 19
a 46 367 55
a 46 3129 76
a 46 3805 89
a 46 3175 59
a 46 842 71
a 46 1021 83
a 46 828 83
a 46 529 65
a 46 6 7
a 46 44 90
a 46 365 68
a 47 241 48
a 47 358 98
a 47 132 60
a 47 2859 56
a 47 46 54
a 47 173 71
a 47 2629 5
a 47 406 93
a 47 669 52
a 47 3484 88
a 47 35 93
a 47 3170 54
a 47 60 74
a 47 2521 59
a 47 281 84
a 47 320 3
a 47 828 84
a 47 183 63
a 47 1414 56
a 47 8 6
a 47 45 9
a 49 3803 98
a 49 842 21
a 49 80 64
a 49 872 87
a 49 1509 40
a 49 4465 76
a 49 391 51
a 49 2622 16
a 49 40 41
a 49 686 1
a 49 1949 27
a 49 1420 70
a 49 3791 37
a 49 33 52
a 49 595 36
a 49 647 19
a 49 250 20
a 49 2579 84
a 49 3838 17
a 49 230 65
a 49 1303 61
a 49 1369 62
a 49 1260 36
a 49 148 80
a 49 645 37
a 49 102 63
a 49 148 42
a 49 365 54
a 49 478 49
a 49 3878 68
a 49 356 27
a 49 353 40
a 49 732 44
a 49 17 90
a 49 59 61
a 49 196 10
a 49 46 37
a 49 44 1
a 49 556 90
a 49 641 67
a 49 2902 94
a 49 680 6
a 49 1924 94
a 49 2709 5
a 49 782 87
a 49 987 2
a 49 1539 68
a 49 993 7
a 49 209 91
a 49 2559 83
a 50 1689 73
a 50 1301 87
a 50 694 12
a 50 11 11
a 50 1369 86
a 50 49 33
a 50 10 64
a 50 1339 14
a 50 517 14
a 50 286 89
a 50 1381 19
a 50 479 72
a 50 1314 96
a 50 352 16
a 50 206 19
a 50 4775 73
a 50 3643 76
a 50 901 92
a 50 1572 34
a 50 453 92
a 50 2826 29
a 50 20 55
a 50 352 57
a 50 1446 85
a 50 1291 21
a 50 45 64
a 50 2710 12
a 50 1592 67
a 50 3819 6
a 50 59 74
a 50 3413 38
a 50 4075 39
a 50 419 61
a 50 2632 9
a 50 514 39
a 51 1292 2
a 51 2650 65
a 51 590 55
a 51 1267 85
a 51 784 65
a 51 726 54
a 51 1671 26
a 51 2085 14
a 51 3785 49
a 51 2661 9
a 51 645 25
a 51 1485 13
a 51 7 91
a 51 407 43
a 51 217 69
a 51 383 3
a 51 1299 57
a 51 1398 10
a 51 3196 60
a 51 953 20
a 51 169 84
a 51 31 35
a 51 73 32
a 51 1255 15
a 51 40 31
a 51 1663 50
a 51 2946 0
a 51 1573 40
a 51 3818 97
a 51 2861 18
a 51 938 90
a 51 2507 95
a 51 1452 65
a 51 1632 13
a 51 3156 2
a 51 4113 68
a 51 998 58
a 51 41 0
a 52 2550 27
a 52 59 48
a 52 2962 28
a 52 3246 77
a 52 218 7
a 52 3291 75
a 52 1089 33
a 52 2942 30
a 52 2660 44
a 52 1770 96
a 52 821 44
a 52 284 28
a 52 2063 45
a 52 343 83
a 52 642 43
a 52 1020 8
a 52 1 71
a 52 43 33
a 52 210 68
a 52 1918 37
a 53 1533 83
a 53 3609 90
a 53 14 55
a 53 29 7
a 53 150 69
a 53 3209 48
a 53 55 93
a 53 4605 78
a 53 2549 61
a 53 987 2
a 53 395 55
a 53 328 80
a 53 697 28
a 53 79 68
a 53 1 17
a 53 1302 33
a 53 2125 88
a 53 122 85
a 53 127 16
a 53 1890 27
a 53 1617 4
a 53 54 84
a 53 674 38
a 53 1598 6
a 53 41 25
a 53 685 59
a 53 49 28
a 53 92 83
a 53 163 52
a 53 1260 13
a 54 220 2
a 54 4248 97
a 54 4693 71
a 54 11 34
a 54 3194 23
a 54 3490 34
a 54 197 59
a 54 4691 82
a 54 667 45
a 54 3198 63
a 54 385 43
a 54 541 85
a 54 434 4
a 54 2749 54
a 54 327 0
a 54 2710 61
a 54 833 49
a 54 318 7
a 55 883 18
a 55 469 36
a 55 1540 42
a 55 1733 57
a 55 2859 5
a 55 2622 23
a 55 42 29
a 55 1383 15
a 55 53 88
a 55 2512 79
a 55 679 96
a 55 3806 90
a 55 771 88
a 55 2779 87
a 55 681 43
a 55 1686 47
a 55 94 0
a 55 205 18
a 55 17 2
a 56 1772 59
a 56 550 63
a 56 3493 48
a 56 3136 59
a 56 4127 48
a 56 696 47
a 56 797 63
a 56 2866 93
a 56 72 26
a 56 17 86
a 56 1917 92
a 56 139 34
a 56 14 98
a 56 227 28
a 59 41 37
a 59 98 11
a 59 684 4
a 59 844 3
a 59 73 72
a 59 1621 86
a 59 1273 41
a 59 2550 14
a 59 1446 90
a 59 2876 2
a 59 1397 22
a 59 373 67
a 59 851 33
a 59 628 60
a 59 3770 21
a 59 40 96
a 59 3955 16
a 59 2510 15
a 59 645 45
a 59 1876 6
a 59 129 20
a 59 14 40
a 59 2250 51
a 59 2503 83
a 59 1924 34
a 59 2402 45
a 59 1078 27
a 59 4052 87
a 59 1683 0
a 59 40 36
a 59 2246 4
a 59 1925 94
a 59 2619 84
a 59 3574 98
a 59 391 7
a 59 3165 98
a 59 4553 88
a 59 977 4
a 59 148 22
a 59 364 42
a 59 73 12
a 59 1409 43
a 59 2524 78
a 59 3810 85
a 60 53 80
a 60 112 85
a 60 3223 99
a 60 647 23
a 60 1916 68
a 60 500 26
a 60 3819 93
a 60 2541 13
a 60 119 10
a 60 73 48
a 60 23 14
a 60 2619 48
a 60 764 73
a 60 376 65
a 60 1920 45
a 60 373 36
a 60 1074 28
a 60 627 62
a 60 358 75
a 60 1701 62
a 60 2233 84
a 60 113 96
a 60 3043 92
a 60 1369 18
a 60 3503 3
a 60 2696 97
a 60 3150 0
a 60 2522 29
a 60 128 7
a 60 1 99
a 60 2804 65
a 60 1006 96
a 61 530 50
a 61 693 69
a 61 183 85
a 61 3195 78
a 61 4186 1
a 61 118 94
a 61 669 82
a 61 647 79
a 61 180 43
a 61 1467 95
a 61 3191 66
a 61 1284 47
a 61 226 85
a 61 686 69
a 61 1682 41
a 61 1221 17
a 61 1526 38
a 61 840 43
a 61 70 91
a 61 29 82
a 61 10 36
a 61 785 65
a 61 2524 73
a 62 538 65
a 62 23 93
a 62 616 31
a 62 1369 99
a 62 227 52
a 62 648 37
a 62 3 19
a 62 2601 64
a 62 2815 73
a 62 1519 69
a 62 1316 20
a 62 140 78
a 62 371 25
a 62 2677 27
a 62 1408 18
a 62 2598 23
a 62 4563 97
a 62 1392 75
a 62 3029 16
a 63 83 3
a 63 2561 29
a 63 377 4
a 63 181 51
a 63 1930 50
a 63 1000 93
a 63 492 64
a 63 1322 7
a 63 1582 60
a 63 942 27
a 63 2516 36
a 63 733 68
a 63 679 66
a 63 3952 20
a 63 3032 11
a 63 60 95
a 63 1935 59
a 63 632 5
a 63 317 45
a 63 2780 54
a 63 629 34
a 63 1420 34
a 63 36 17
a 63 101 56
a 63 4399 38
a 63 4086 38
a 63 2579 43
a 63 353 21
a 63 59 67
a 63 141 21
a 63 1374 10
a 64 454 86
a 64 652 47
a 64 3501 79
a 64 1592 73
a 64 572 82
a 64 219 39
a 64 1324 89
a 64 1074 52
a 64 2527 5
a 64 1134 23
a 64 2527 13
a 64 1387 2
a 64 200 19
a 64 769 7
a 64 1548 94
a 64 54 12
a 64 151 86
a 64 3812 29
a 64 2755 79
a 64 2900 11
a 64 3775 61
a 64 73 66
a 65 75 6
a 65 852 1
a 65 1452 9
a 65 1636 48
a 65 85 20
a 65 26 50
a 65 1910 58
a 65 68 77
a 65 465 55
a 65 3051 39
a 65 2175 43
a 65 1161 55
a 65 44 52
a 65 3210 45
a 66 69 23
a 66 2505 22
a 66 2271 1
a 66 1470 47
a 66 1309 91
a 68 384 12
a 68 4580 5
a 68 1948 25
a 68 1474 7
a 68 60 2
a 68 732 59
a 68 345 70
a 68 324 97
a 68 892 23
a 68 305 97
a 68 744 81
a 68 3193 67
a 68 3897 43
a 68 230 21
a 68 3779 45
a 68 285 39
a 68 1279 18
a 68 509 93
a 68 1256 37
a 68 1446 41
a 68 1908 26
a 68 436 20
a 68 3036 14
a 68 693 56
a 68 509 2
a 68 3149 21
a 68 5 36
a 68 4541 59
a 68 53 96
a 68 846 97
a 69 160 64
a 69 989 10
a 69 41 64
a 69 2611 50
a 69 3506 18
a 69 793 98
a 69 3177 45
a 69 2535 35
a 69 3157 95
a 69 146 66
a 69 13 81
a 69 1978 95
a 69 159 75
a 69 752 94
a 70 1593 17
a 70 20 1
a 70 2765 39
a 70 1973 83
a 70 26 87
a 70 1769 85
a 70 1315 37
a 70 52 79
a 70 2638 71
a 70 91 75
a 70 150 24
a 70 100 36
a 70 2569 0
a 70 3840 15
a 70 51 81
a 70 1632 10
a 70 218 9
a 70 69 91
a 70 316 12
a 70 1200 30
a 71 2545 42
a 71 661 89
a 71 1282 89
a 71 75 54
a 71 3460 93
a 71 23 37
a 71 211 23
a 71 3907 31
a 71 1369 35
a 71 1633 42
a 71 358 5
a 71 685 67
a 72 51 4
a 72 55 10
a 72 650 34
a 72 111 55
a 72 307 25
a 72 989 82
a 72 3157 95
a 72 4170 27
a 72 63 30
a 72 5 15
a 72 676 47
a 73 64 83
a 73 3764 90
a 73 64 25
a 73 3814 39
a 73 1563 81
a 73 353 50
a 73 420 78
a 73 3800 11
a 73 971 11
a 73 2429 60
a 73 265 73
a 73 1910 37
a 73 688 35
a 73 44 7
a 73 151 29
a 74 2510 62
a 74 1399 83
a 74 2531 51
a 74 3829 66
a 74 92 56
a 74 127 24
a 74 677 20
a 74 1634 56
a 74 191 40
a 75 281 24
a 75 151 13
a 75 2033 2
a 75 374 49
a 75 376 10
a 75 1394 79
a 75 101 37
a 75 591 55
a 75 1892 89
a 75 295 3
a 75 36 52
a 79 402 44
a 79 240 95
a 79 666 28
a 79 81 32
a 79 400 74
a 79 88 25
a 79 2632 46
a 79 95 17
a 79 336 20
a 79 293 36
a 79 431 90
a 79 394 82
a 79 752 62
a 79 1290 43
a 79 1 36
a 79 547 24
a 79 83 7
a 79 632 3
a 79 645 76
a 79 1036 57
a 79 957 35
a 79 4610 73
a 79 1954 96
a 79 40 77
a 79 341 52
a 79 2110 37
a 79 480 5
a 79 82 71
a 79 1257 92
a 79 112 40
a 79 2602 92
a 79 31 42
a 79 2016 48
a 79 118 90
a 79 129 91
a 79 2441 78
a 79 21 11
a 79 1485 55
a 79 1076 85
a 79 1330 92
a 79 1333 99
a 79 3247 1
a 79 2006 15
a 79 313 15
a 79 2591 30
a 79 1525 80
a 79 392 58
a 79 3079 29
a 79 2852 14
a 79 118 59
a 79 2939 54
a 79 391 38
a 79 176 26
a 79 706 83
a 79 1410 81
a 79 566 18
a 79 82 89
a 79 2081 39
a 79 336 41
a 79 4162 61
a 79 5 88
a 79 1025 42
a 79 880 48
a 79 774 2
a 79 705 66
a 79 2554 45
a 79 176 83
a 79 2832 25
a 79 2748 93
a 79 4493 58
a 79 2588 70
a 79 2055 96
a 79 2736 3
a 79 1332 24
a 79 745 39
a 79 396 66
a 79 1 13
a 79 723 7
a 79 2598 50
a 79 118 54
a 79 1407 88
a 79 744 29
a 79 241 59
a 79 1290 13
a 79 879 54
a 80 2584 65
a 80 395 78
a 80 1332 76
a 80 13 83
a 80 747 93
a 80 1299 81
a 80 2547 72
a 80 750 11
a 80 1194 71
a 80 1683 79
a 80 2758 85
a 80 2 42
a 80 666 70
a 80 320 49
a 80 2820 63
a 80 323 92
a 80 1583 99
a 80 95 35
a 80 325 90
a 80 1985 30
a 80 1407 7
a 80 2510 29
a 80 3109 24
a 80 3265 57
a 80 103 8
a 80 754 2
a 80 152 76
a 80 44 58
a 80 1369 9
a 80 1450 54
a 80 2832 49
a 80 2 8
a 80 2111 87
a 80 2119 94
a 80 209 74
a 80 128 73
a 80 275 94
a 80 334 62
a 80 684 42
a 80 3986 23
a 80 431 91
a 80 1380 90
a 80 4455 85
a 80 1527 21
a 80 1177 88
a 80 2349 72
a 80 84 88
a 80 2159 43
a 80 294 69
a 80 2560 36
a 81 333 1
a 81 1648 22
a 81 295 71
a 81 1254 72
a 81 1324 29
a 81 719 76
a 81 726 44
a 81 745 88
a 81 1330 42
a 81 706 6
a 81 88 48
a 81 397 87
a 81 746 94
a 81 627 79
a 81 2913 60
a 81 1569 4
a 81 15 71
a 81 416 6
a 81 3834 52
a 81 4299 68
a 81 2631 55
a 81 2199 91
a 81 260 12
a 81 119 89
a 81 4 62
a 81 488 98
a 81 402 21
a 81 31 37
a 81 238 62
a 81 2699 20
a 81 100 41
a 81 13 62
a 81 92 11
a 81 1340 56
a 81 313 29
a 81 3831 76
a 81 3 63
a 81 2579 7
a 81 3216 70
a 81 1487 60
a 81 217 89
a 81 120 74
a 81 237 96
a 81 1066 61
a 81 3263 92
a 82 2507 87
a 82 1399 85
a 82 159 80
a 82 2620 90
a 82 357 5
a 82 3480 59
a 82 707 9
a 82 559 56
a 82 1663 74
a 82 23 14
a 82 705 19
a 82 54 69
a 82 804 54
a 82 46 61
a 82 4536 56
a 82 772 73
a 82 433 24
a 82 4 18
a 82 715 23
a 82 208 14
a 82 305 60
a 82 2589 53
a 82 869 87
a 82 2296 51
a 82 2 41
a 82 527 7
a 82 3819 49
a 82 1461 82
a 82 725 9
a 82 91 97
a 82 332 25
a 82 89 86
a 82 5 72
a 82 1653 41
a 82 309 80
a 83 1353 42
a 83 297 16
a 83 628 82
a 83 1333 9
a 83 560 54
a 83 864 69
a 83 2555 11
a 83 927 58
a 83 3500 4
a 83 704 39
a 83 238 11
a 83 1333 15
a 83 1340 97
a 83 1108 11
a 83 1234 48
a 83 708 6
a 83 1 4
a 83 660 34
a 83 119 62
a 83 1301 76
a 83 1355 53
a 83 2547 93
a 83 1252 67
a 83 1338 44
a 83 79 48
a 83 337 12
a 83 2965 76
a 83 182 10
a 83 509 60
a 83 317 70
a 83 161 44
a 83 84 31
a 83 710 79
a 83 415 48
a 83 258 31
a 83 2523 23
a 83 102 76
a 83 44 22
a 83 2958 10
a 83 4204 49
a 83 3217 85
a 83 45 54
a 83 2582 97
a 83 84 22
a 83 981 18
a 83 61 95
a 83 1958 5
a 83 2530 75
a 83 630 60
a 84 1536 9
a 84 483 47
a 84 1371 40
a 84 1255 29
a 84 1022 65
a 84 3360 7
a 84 150 49
a 84 3873 66
a 84 435 39
a 84 707 4
a 84 3294 28
a 84 1820 81
a 84 79 5
a 84 1372 15
a 84 1994 90
a 84 1490 65
a 84 2827 73
a 84 1330 85
a 84 1817 46
a 84 132 77
a 84 1010 54
a 84 1797 68
a 84 973 58
a 84 4377 96
a 84 8 90
a 84 724 31
a 84 750 21
a 84 3291 52
a 85 5 36
a 85 163 87
a 85 315 3
a 85 1331 17
a 85 2583 20
a 85 139 23
a 85 3206 17
a 85 3054 64
a 85 1296 97
a 85 24 47
a 85 100 77
a 85 1101 62
a 85 81 55
a 85 1642 40
a 85 152 7
a 85 4382 77
a 85 1569 50
a 85 1691 35
a 85 1491 22
a 85 65 62
a 85 630 32
a 85 2525 14
a 85 786 76
a 85 1022 44
a 85 1253 9
a 85 2827 36
a 85 1500 51
a 85 111 38
a 85 2268 3
a 85 121 12
a 86 164 20
a 86 1800 89
a 86 80 13
a 86 85 46
a 86 1811 41
a 86 627 14
a 86 1353 13
a 86 119 48
a 86 1364 96
a 86 3439 1
a 86 392 66
a 86 120 72
a 86 31 93
a 86 357 98
a 86 582 24
a 86 2599 15
a 86 1956 20
a 86 1412 65
a 86 248 89
a 86 47 32
a 86 456 35
a 86 1060 28
a 86 711 93
a 86 2507 30
a 86 1578 74
a 86 2625 47
a 86 707 24
a 86 84 0
a 88 79 72
a 88 2590 48
a 88 1513 79
a 88 302 36
a 88 170 10
a 88 4376 61
a 88 314 54
a 88 754 78
a 88 122 66
a 88 1044 82
a 88 1954 89
a 88 2921 98
a 88 1338 79
a 88 127 37
a 88 400 54
a 88 2360 54
a 88 3758 31
a 88 3466 41
a 88 3882 45
a 88 1641 44
a 88 3217 91
a 88 2907 53
a 88 423 64
a 88 1974 17
a 88 1964 56
a 88 4387 9
a 88 655 16
a 88 3176 25
a 88 2277 31
a 88 713 0
a 88 103 76
a 88 288 50
a 88 147 29
a 88 346 16
a 88 895 78
a 88 3824 75
a 88 1331 67
a 88 248 66
a 88 639 98
a 88 1309 31
a 88 2515 79
a 88 860 95
a 88 942 90
a 88 1340 27
a 88 1393 28
a 88 1214 19
a 88 121 60
a 88 455 70
a 88 103 58
a 88 1436 35
a 88 244 78
a 88 1253 13
a 88 94 50
a 88 1379 50
a 88 863 4
a 88 107 42
a 88 597 89
a 89 2531 48
a 89 2534 55
a 89 82 15
a 89 88 71
a 89 1261 73
a 89 1963 10
a 89 2037 43
a 89 11 64
a 89 2007 67
a 89 294 44
a 89 947 59
a 89 2588 52
a 89 649 86
a 89 240 55
a 89 715 77
a 89 479 62
a 89 91 29
a 89 2602 74
a 89 55 84
a 89 1451 69
a 89 2629 70
a 89 1490 14
a 89 2657 30
a 89 4151 91
a 89 361 71
a 89 753 15
a 89 98 56
a 89 909 6
a 89 2549 43
a 89 794 76
a 89 716 34
a 89 462 46
a 89 744 31
a 90 1260 10
a 90 668 30
a 90 1806 49
a 90 2511 5
a 90 2737 56
a 90 1632 71
a 90 2119 46
a 90 12 90
a 90 364 31
a 90 1579 60
a 90 12 34
a 90 1035 66
a 90 3 63
a 90 3020 99
a 90 84 38
a 90 3587 73
a 90 1262 56
a 90 31 92
a 90 391 76
a 90 1204 33
a 90 738 82
a 90 871 16
a 90 596 25
a 90 4325 88
a 90 2613 59
a 90 17 87
a 91 402 92
a 91 1809 64
a 91 2239 86
a 91 3537 35
a 91 899 72
a 91 478 3
a 91 1929 15
a 91 1016 76
a 91 758 63
a 91 8 86
a 91 42 9
a 91 401 22
a 91 642 12
a 91 2805 61
a 91 1421 12
a 91 558 23
a 92 1059 13
a 92 849 6
a 92 551 70
a 92 207 37
a 92 4111 31
a 92 3297 52
a 92 652 40
a 92 659 58
a 92 1973 77
a 92 54 72
a 92 912 69
a 92 3213 68
a 92 3008 42
a 92 3799 40
a 92 1655 35
a 92 2618 88
a 92 775 62
a 92 3070 36
a 92 186 23
a 92 406 73
a 92 425 94
a 92 3208 7
a 92 201 23
a 92 1338 51
a 92 404 44
a 92 2607 35
a 92 641 13
a 92 361 48
a 92 107 1
a 92 89 91
a 92 160 21
a 92 1609 43
a 92 488 90
a 92 2622 22
a 92 102 22
a 92 4777 10
a 92 411 84
a 93 15 15
a 93 299 59
a 93 2115 90
a 93 167 74
a 93 669 91
a 93 736 33
a 93 6 27
a 93 2790 18
a 93 792 40
a 93 1496 14
a 93 84 62
a 93 95 36
a 93 11 10
a 94 443 63
a 94 2980 90
a 94 54 51
a 94 134 96
a 94 83 41
a 94 1335 15
a 94 728 36
a 94 2624 11
a 94 2739 69
a 94 1098 74
a 94 3530 59
a 94 1360 32
a 94 4189 65
a 94 3753 33
a 94 752 20
a 94 52 39
a 94 715 53
a 94 1954 23
a 95 2546 23
a 95 1830 61
a 95 1329 45
a 95 395 76
a 95 2652 9
a 95 832 14
a 95 52 34
a 95 2894 96
a 95 1018 73
a 95 266 87
a 95 36 14
a 95 711 90
a 95 1062 65
a 98 568 18
a 98 102 29
a 98 2579 60
a 98 1138 84
a 98 745 33
a 98 1664 33
a 98 59 79
a 98 2103 52
a 98 431 81
a 98 44 51
a 98 90 86
a 98 2761 54
a 98 99 73
a 98 879 5
a 98 4788 60
a 98 249 78
a 98 40 14
a 98 1898 95
a 98 80 76
a 98 1044 92
a 98 2770 8
a 98 295 26
a 98 726 2
a 98 20 54
a 98 1020 87
a 98 737 69
a 98 1504 84
a 98 2951 85
a 98 420 60
a 98 332 61
a 98 118 9
a 98 256 55
a 98 661 47
a 98 724 90
a 98 2768 58
a 98 3145 90
a 98 2298 51
a 98 3232 96
a 98 148 42
a 98 1270 2
a 98 3461 10
a 98 4205 78
a 98 3136 92
a 98 1974 90
a 98 20 96
a 98 2579 20
a 98 3109 93
a 98 64 85
a 98 83 39
a 98 4522 91
a 98 3137 97
a 99 3408 50
a 99 4493 43
a 99 3244 81
a 99 2843 22
a 99 823 51
a 99 3344 63
a 99 3384 87
a 99 27 32
a 99 102 53
a 99 724 53
a 99 841 56
a 99 257 61
a 99 2502 76
a 99 2546 50
a 99 611 48
a 99 22 54
a 99 1005 48
a 99 727 61
a 99 1280 97
a 99 1114 99
a 99 2 93
a 99 33 78
a 99 1508 57
a 99 2464 98
a 99 1841 81
a 99 80 42
a 99 2598 28
a 99 25 41
a 99 2608 50
a 99 142 55
a 99 84 76
a 99 2511 92
a 99 1660 39
a 99 302 39
a 99 491 52
a 100 7 16
a 100 3462 0
a 100 1329 88
a 100 3207 87
a 100 432 82
a 100 3874 58
a 100 4 51
a 100 1389 83
a 100 725 64
a 100 2891 71
a 100 469 53
a 100 1122 16
a 100 259 90
a 100 1665 10
a 100 81 69
a 100 3796 7
a 100 26 83
a 100 1988 21
a 100 2591 19
a 100 747 4
a 100 61 6
a 100 118 72
a 100 4065 86
a 100 2564 78
a 100 885 61
a 100 1399 75
a 100 2268 80
a 100 3238 70
a 100 22 48
a 100 558 81
a 100 235 53
a 100 605 26
a 101 3733 22
a 101 316 17
a 101 140 60
a 101 139 69
a 101 32 51
a 101 524 44
a 101 34 63
a 101 431 10
a 101 121 20
a 101 3556 22
a 101 960 65
a 101 3877 47
a 101 2599 13
a 101 31 13
a 101 2672 24
a 101 359 23
a 101 1469 78
a 101 129 67
a 101 177 66
a 101 3992 93
a 101 314 95
a 102 2250 92
a 102 2575 18
a 102 2290 47
a 102 645 0
a 102 4990 25
a 102 163 51
a 102 3105 49
a 102 2672 8
a 102 1312 27
a 102 1510 88
a 102 419 31
a 102 2374 80
a 102 2525 54
a 102 20 48
a 102 5 47
a 102 41 28
a 102 1382 45
a 102 455 30
a 102 410 36
a 102 501 57
a 102 24 12
a 102 4225 87
a 102 395 90
a 102 258 5
a 102 180 30
a 102 704 97
a 102 395 61
a 102 1325 10
a 102 2682 26
a 102 2962 83
a 102 2555 5
a 102 1885 33
a 102 327 49
a 103 108 66
a 103 101 52
a 103 417 97
a 103 416 65
a 103 2603 78
a 103 2644 98
a 103 25 85
a 103 2841 15
a 103 1414 77
a 103 298 74
a 103 1392 2
a 103 2755 30
a 103 142 59
a 103 2285 39
a 103 2934 35
a 103 240 57
a 103 128 54
a 103 3386 47
a 104 2760 90
a 104 2563 5
a 104 1348 38
a 104 475 61
a 104 299 88
a 104 2014 51
a 104 94 66
a 104 105 74
a 104 593 34
a 104 1974 27
a 104 395 37
a 104 4475 77
a 104 4096 7
a 104 86 5
a 104 4024 80
a 104 103 9
a 104 108 80
a 104 1047 49
a 104 24 46
a 104 1397 51
a 104 746 32
a 104 2363 61
a 105 410 83
a 105 241 40
a 105 730 72
a 105 2843 3
a 105 2952 64
a 105 1276 57
a 105 295 35
a 105 1554 26
a 105 3230 75
a 105 100 69
a 105 641 57
a 105 415 90
a 107 137 0
a 107 479 73
a 107 1630 17
a 107 101 39
a 107 3236 32
a 107 724 21
a 107 2768 20
a 107 659 83
a 107 3806 83
a 107 1120 86
a 107 4454 98
a 107 723 67
a 107 1282 16
a 107 127 1
a 107 1430 50
a 107 3457 25
a 107 2891 17
a 107 1630 72
a 107 29 37
a 107 98 88
a 107 1329 27
a 107 1285 59
a 107 185 70
a 107 267 48
a 107 90 74
a 107 15 95
a 107 2648 35
a 107 3525 9
a 107 159 36
a 107 53 20
a 107 794 6
a 107 1274 81
a 107 121 29
a 107 8 28
a 107 108 98
a 107 1 41
a 107 146 41
a 107 11 89
a 108 713 38
a 108 2619 62
a 108 2621 87
a 108 32 89
a 108 84 28
a 108 772 86
a 108 1263 35
a 108 1490 70
a 108 3624 39
a 108 1968 71
a 108 1341 17
a 108 2520 54
a 108 645 15
a 108 2589 25
a 108 2608 55
a 108 577 32
a 109 2555 21
a 109 2581 41
a 109 3177 51
a 109 1985 94
a 109 2686 7
a 109 43 59
a 109 473 17
a 109 2668 38
a 109 419 89
a 109 394 62
a 109 1046 16
a 109 268 48
a 109 149 96
a 109 88 55
a 109 1410 73
a 109 1012 56
a 109 3845 99
a 109 1563 42
a 109 98 14
a 109 324 13
a 109 3312 63
a 109 1535 5
a 110 98 23
a 110 335 30
a 110 1666 26
a 110 270 96
a 110 465 52
a 110 101 92
a 110 403 98
a 110 1865 67
a 110 3767 43
a 110 344 98
a 110 4171 51
a 110 140 21
a 110 64 19
a 110 958 44
a 110 2575 94
a 110 2568 87
a 110 1335 63
a 111 7 88
a 111 531 12
a 111 94 34
a 111 651 75
a 111 114 36
a 111 738 28
a 111 108 98
a 111 3881 28
a 111 1641 99
a 111 1518 78
a 111 112 78
a 111 3784 50
a 111 137 70
a 111 1357 28
a 111 2554 4
a 111 99 96
a 111 121 55
a 111 581 18
a 112 1265 84
a 112 2022 44
a 112 59 52
a 112 226 31
a 112 150 28
a 112 657 32
a 112 778 80
